gameid,Blue_bot_champion,Blue_jng_champion,Blue_mid_champion,Blue_sup_champion,Blue_top_champion,Red_bot_champion,Red_jng_champion,Red_mid_champion,Red_sup_champion,Red_top_champion,Blue_bot_player_champ_wr,Blue_jng_player_champ_wr,Blue_mid_player_champ_wr,Blue_sup_player_champ_wr,Blue_top_player_champ_wr,Red_bot_player_champ_wr,Red_jng_player_champ_wr,Red_mid_player_champ_wr,Red_sup_player_champ_wr,Red_top_player_champ_wr,Blue_bot_player_recent_form,Blue_jng_player_recent_form,Blue_mid_player_recent_form,Blue_sup_player_recent_form,Blue_top_player_recent_form,Red_bot_player_recent_form,Red_jng_player_recent_form,Red_mid_player_recent_form,Red_sup_player_recent_form,Red_top_player_recent_form,Blue_bot_champ_meta_wr,Blue_jng_champ_meta_wr,Blue_mid_champ_meta_wr,Blue_sup_champ_meta_wr,Blue_top_champ_meta_wr,Red_bot_champ_meta_wr,Red_jng_champ_meta_wr,Red_mid_champ_meta_wr,Red_sup_champ_meta_wr,Red_top_champ_meta_wr,Blue_Team_Strength,Red_Team_Strength,blue_win_label
LOLTMNT01_45891,Aphelios,Vi,Azir,Rakan,K'Sante,Nilah,Xin Zhao,Orianna,Pyke,Gnar,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.625,0.75,0.5294117647058824,0.5714285714285714,0.625,0.5,0.36363636363636365,0.5384615384615384,0.5,0.5,0.4166666666666667,0.4166666666666667,0
LOLTMNT01_45927,Lucian,Sejuani,Karma,Milio,Gnar,Ezreal,Rell,Vel'Koz,Blitzcrank,K'Sante,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.7142857142857143,0.5,0.5,0.5555555555555556,0.5,0.5,0.3125,0.5,0.5,0.5882352941176471,0.5833333333333334,0.4166666666666667,1
LOLTMNT01_46114,Varus,Rell,Azir,Rakan,Renekton,Kalista,Xin Zhao,Orianna,Renata Glasc,Gnar,0.5,0.0,0.3333333333333333,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.4,0.35714285714285715,0.5333333333333333,0.6666666666666666,0.5,0.45454545454545453,0.3,0.5,0.4,0.5,0.5,0.7083333333333334,0
LOLTMNT01_46764,Kalista,Amumu,Yone,Renata Glasc,Udyr,Senna,Vi,Azir,Seraphine,Olaf,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.5,0.6,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.7142857142857143,0.5,0.5,0.5,0.5666666666666667,0.25,0
LOLTMNT01_46811,Ezreal,Lee Sin,Corki,Bard,Udyr,Varus,Maokai,Taliyah,Ashe,K'Sante,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.8,0.5,0.4444444444444444,0.36363636363636365,0.5,0.5,0.5,0.6,0.75,0.5833333333333334,0
LOLTMNT01_47571,Varus,Bel'Veth,Karma,Nautilus,K'Sante,Kalista,Xin Zhao,Orianna,Alistar,Gnar,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4166666666666667,0.5,0.5,0.5,0.5555555555555556,0.46153846153846156,0.4166666666666667,0.5714285714285714,0.5,0.5,0.5,0.5,0
LOLTMNT01_47642,Caitlyn,Maokai,Corki,Milio,Urgot,Lucian,Xin Zhao,Viktor,Nami,Aatrox,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.625,0.6363636363636364,0.5,0.6666666666666666,0.46153846153846156,0.5,0.5,0.5,0.5,0.5,1
LOLTMNT01_47661,Aphelios,Rell,Akali,Milio,Aatrox,Lucian,Xin Zhao,Orianna,Nami,Yone,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5555555555555556,0.29411764705882354,0.5,0.6666666666666666,0.45454545454545453,0.6,0.42857142857142855,0.6,0.6,0.5,0.5,0.5,1
LOLTMNT01_47680,Ezreal,Maokai,Tristana,Karma,Rumble,Lucian,Rell,Orianna,Milio,Sion,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.5,0.3333333333333333,0.5625,0.6428571428571429,0.5,0.5,0.5,0
LOLTMNT01_48489,Caitlyn,Sejuani,Corki,Milio,Aatrox,Lucian,Jarvan IV,Azir,Nami,Jax,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5714285714285714,0.6,0.4444444444444444,0.75,0.5,0.5,0.5,0.5,0.5,0.5,1
LOLTMNT01_48562,Senna,Lee Sin,LeBlanc,Ornn,Aatrox,Lucian,Rumble,Azir,Milio,Camille,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5454545454545454,0.8,0.47368421052631576,0.6923076923076923,0.5,0.5,0.5,1
LOLTMNT01_49204,Lucian,Xin Zhao,Akali,Nami,Singed,Aphelios,Lee Sin,Orianna,Milio,K'Sante,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.4,0.5,0.5,0.5,0.6,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.5,0.08333333333333333,0.08333333333333333,0
LOLTMNT01_49247,Varus,Maokai,Azir,Renata Glasc,K'Sante,Lucian,Vi,Corki,Nami,Gnar,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.45,0.42857142857142855,0.5238095238095238,0.5,0.6,0.6666666666666666,0.42857142857142855,0.5,0.08333333333333333,0.9166666666666666,0
LOLTMNT01_49261,Varus,Xin Zhao,LeBlanc,Nautilus,Rumble,Lucian,Vi,Orianna,Milio,Aatrox,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.375,0.5,0.5,0.5714285714285714,0.5333333333333333,0.6363636363636364,0.5789473684210527,0.6875,0.5384615384615384,0.9166666666666666,0.9166666666666666,1
LOLTMNT01_49290,Varus,Vi,Yone,Rakan,Rumble,Draven,Xin Zhao,Orianna,Camille,K'Sante,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.5833333333333334,0.5,0.5,0.625,0.5,0.4117647058823529,0.55,0.5,0.5,0.08333333333333333,0.08333333333333333,1
LOLTMNT01_50038,Ezreal,Vi,Orianna,Ashe,K'Sante,Varus,Lee Sin,Annie,Nautilus,Garen,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.5882352941176471,0.5,0.5263157894736842,0.38461538461538464,0.8,0.5,0.45454545454545453,0.5,0.9166666666666666,0.9166666666666666,0
LOLTMNT01_52705,Kalista,Maokai,Orianna,Nautilus,Aatrox,Varus,Rell,Azir,Ashe,Udyr,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.3333333333333333,0.5,0.0,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.5,0.375,0.5238095238095238,0.5384615384615384,0.5,0.47058823529411764,0.3684210526315789,0.42857142857142855,0.4,0.4,0.3611111111111111,0.3611111111111111,0
LOLTMNT01_52730,Kalista,Sejuani,Azir,Rell,Aatrox,Caitlyn,Maokai,Orianna,Renata Glasc,K'Sante,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.5,1.0,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.4666666666666667,0.8333333333333334,0.45454545454545453,0.4,0.4666666666666667,0.8,0.3333333333333333,0.5,0.375,0.4782608695652174,0.3611111111111111,0.6388888888888888,0
LOLTMNT01_52765,Lucian,Maokai,LeBlanc,Nami,Jax,Caitlyn,Vi,Lissandra,Milio,Aatrox,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,1.0,0.4,0.5,0.4,0.5,0.5,0.8,0.8333333333333334,0.6153846153846154,0.5,0.6470588235294118,0.4375,0.7777777777777778,0.5833333333333334,1
LOLTMNT01_53022,Udyr,Maokai,Syndra,Senna,Gnar,Kalista,Rell,Neeko,Ashe,Aatrox,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.45454545454545453,0.45454545454545453,0.5,0.8,1.0,0.4375,0.38095238095238093,0.6,0.5,0.4117647058823529,0.5,0.6388888888888888,0
LOLTMNT01_53038,Varus,Trundle,Taliyah,Maokai,Rumble,Ezreal,Sejuani,Azir,Rell,Olaf,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0.4166666666666667,0.6666666666666666,0.0,0.7142857142857143,0.43478260869565216,0.4090909090909091,0.5,0.6388888888888888,0.22222222222222224,1
LOLTMNT01_53375,Lucian,Xin Zhao,Azir,Milio,Rumble,Varus,Sejuani,Taliyah,Nautilus,Aatrox,0.5,0.5,0.3333333333333333,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.4,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0.8,0.5555555555555556,0.3888888888888889,0.4,0.6111111111111112,0.7,0.5263157894736842,0.5555555555555556,0.5,0.4666666666666667,0.42105263157894735,0.4404761904761905,0.6785714285714285,0
LOLTMNT01_53418,Kalista,Brand,Taliyah,Nautilus,K'Sante,Varus,Ivern,Azir,Leona,Olaf,0.0,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,0.25,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.4444444444444444,0.5,0.5714285714285714,0.5,0.52,0.55,0.5,0.38461538461538464,0.5,0.5,0.4357142857142858,0.3214285714285714,1
LOLTMNT01_53481,Xayah,Wukong,Karma,Rakan,Kennen,Kalista,Poppy,Orianna,Nautilus,Aatrox,0.5,0.5,0.5,0.0,0.5,0.6666666666666666,0.5,1.0,1.0,0.5,0.4,0.4,0.4,0.4,0.4,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5555555555555556,0.5,0.5,0.5,0.5416666666666666,0.5294117647058824,0.45,0.4404761904761905,0.7976190476190476,1
LOLTMNT01_53977,Kalista,Xin Zhao,LeBlanc,Nautilus,Rumble,Senna,Sejuani,Vladimir,Maokai,Aatrox,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.4,0.8333333333333334,0.5714285714285714,0.5833333333333334,0.6666666666666666,0.5384615384615384,0.5,0.4375,0.43478260869565216,0.9166666666666666,0.9166666666666666,0
LOLTMNT01_53993,Seraphine,Xin Zhao,Orianna,Senna,Aatrox,Lucian,Lee Sin,Corki,Nami,K'Sante,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.38095238095238093,0.52,0.7142857142857143,0.4583333333333333,0.5,0.8571428571428571,0.6363636363636364,0.5454545454545454,0.6,0.08333333333333333,0.5,0
LOLTMNT01_54118,Lucian,Maokai,Taliyah,Nami,K'Sante,Kalista,Sejuani,Azir,Nautilus,Aatrox,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5294117647058824,0.46153846153846156,0.4,0.5555555555555556,0.5,0.47058823529411764,0.625,0.4166666666666667,0.5,0.4444444444444444,0.6785714285714285,0.6785714285714285,1
LOLTMNT01_54252,Kalista,Xin Zhao,Orianna,Braum,K'Sante,Varus,Sejuani,Azir,Maokai,Gnar,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.3684210526315789,0.5217391304347826,0.5,0.5384615384615384,0.5238095238095238,0.6,0.37037037037037035,0.5,0.8333333333333334,0.3214285714285714,0.20238095238095238,1
LOLTMNT01_54665,Varus,Vi,Neeko,Nautilus,K'Sante,Seraphine,Sejuani,Sylas,Camille,Jax,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5714285714285714,0.6666666666666666,0.5,0.5555555555555556,0.5,0.5454545454545454,0.5,0.5,0.8333333333333334,0.08333333333333333,0.9166666666666666,1
LOLTMNT01_54710,Varus,Poppy,LeBlanc,Blitzcrank,Rumble,Kalista,Vi,Karma,Nautilus,Aatrox,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5217391304347826,0.5,1.0,0.5,0.6363636363636364,0.47619047619047616,0.6,0.5,0.5263157894736842,0.42857142857142855,0.9166666666666666,0.5,0
LOLTMNT01_54729,Ezreal,Maokai,Hwei,Karma,Aatrox,Varus,Sejuani,Azir,Nautilus,Yone,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.4666666666666667,0.5,0.6,0.45454545454545453,0.5,0.5,0.35714285714285715,0.55,0.5,0.08333333333333333,0.5,0
LOLTMNT01_54744,Aphelios,Vi,Neeko,Milio,K'Sante,Lucian,Rell,Syndra,Nami,Gnar,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6363636363636364,0.625,0.7142857142857143,0.5789473684210527,0.5714285714285714,0.5263157894736842,0.391304347826087,0.5,0.6,0.7142857142857143,0.5,0.5,1
LOLTMNT01_54755,Ashe,Sejuani,Corki,Milio,Jax,Varus,Rell,Azir,Pyke,K'Sante,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5714285714285714,0.5714285714285714,0.7,0.6,0.7142857142857143,0.52,0.375,0.3793103448275862,0.5,0.5862068965517241,0.08333333333333333,0.5,0
LOLTMNT01_55539,Lucian,Rell,Hwei,Milio,Aatrox,Caitlyn,Poppy,Neeko,Lux,Yone,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.56,0.4,0.5,0.5833333333333334,0.4642857142857143,0.7142857142857143,0.5,0.6666666666666666,0.5,0.5,0.6388888888888888,0.08333333333333333,1
LOLTMNT01_56222,Xayah,Nocturne,Orianna,Rakan,K'Sante,Lucian,Maokai,Azir,Milio,Aatrox,0.5,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6,0.6129032258064516,0.5238095238095238,0.47058823529411764,0.4,0.5714285714285714,0.44,0.6388888888888888,0.6388888888888888,0
LOLTMNT01_56251,Kalista,Viego,Neeko,Renata Glasc,K'Sante,Lucian,Sejuani,Taliyah,Milio,Aatrox,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.4782608695652174,0.5,0.75,0.4444444444444444,0.59375,0.5454545454545454,0.5333333333333333,0.625,0.5909090909090909,0.46153846153846156,0.6388888888888888,0.08333333333333333,0
LOLTMNT01_56275,Lucian,Maokai,Tristana,Nami,Rumble,Kalista,Sejuani,Orianna,Nautilus,Aatrox,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5652173913043478,0.5,0.5,0.5833333333333334,0.5384615384615384,0.4583333333333333,0.5625,0.48148148148148145,0.5454545454545454,0.48148148148148145,0.9166666666666666,0.6388888888888888,1
LOLTMNT01_56301,Aphelios,Xin Zhao,Orianna,Lulu,K'Sante,Lucian,Sejuani,Hwei,Milio,Rumble,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.36363636363636365,0.4642857142857143,0.5,0.5757575757575758,0.5833333333333334,0.5294117647058824,0.5,0.6086956521739131,0.5714285714285714,0.6388888888888888,0.08333333333333333,1
LOLTMNT01_56317,Varus,Maokai,Azir,Renata Glasc,K'Sante,Aphelios,Vi,Orianna,Rakan,Garen,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5384615384615384,0.5263157894736842,0.41935483870967744,0.4,0.5882352941176471,0.6923076923076923,0.6470588235294118,0.4827586206896552,0.5454545454545454,0.5,0.3611111111111111,0.6388888888888888,0
LOLTMNT01_68700,Jinx,Ivern,Taliyah,Alistar,Olaf,Xayah,Vi,Ahri,Rakan,Jax,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.6666666666666666,0.5,0.42857142857142855,0.5555555555555556,0.4166666666666667,0.5,0.5,0.5769230769230769,0.7058823529411765,0.5520833333333334,0.6071428571428571,0
LOLTMNT01_68730,Kalista,Jarvan IV,Ahri,Renata Glasc,Olaf,Varus,Vi,Vex,Rumble,Akshan,0.5,0.5,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.43478260869565216,0.2857142857142857,0.5714285714285714,0.21052631578947367,0.5,0.5,0.5135135135135135,0.5,0.43333333333333335,0.5,0.65625,0.5,1
LOLTMNT01_68760,Smolder,Maokai,Tristana,Alistar,Rumble,Zeri,Rell,Neeko,Rakan,Volibear,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4444444444444444,0.62,0.4166666666666667,0.4,0.41935483870967744,0.4666666666666667,0.58,0.6363636363636364,0.5925925925925926,0.5,0.5520833333333334,0.31684981684981683,1
LOLTMNT01_68793,Jinx,Nocturne,Orianna,Rell,K'Sante,Smolder,Xin Zhao,Ahri,Tahm Kench,Jax,1.0,0.5,0.8,0.5,0.6666666666666666,0.0,0.3333333333333333,0.5,0.0,0.5,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.5454545454545454,0.47368421052631576,0.58,0.56,0.58,0.4594594594594595,0.3611111111111111,0.625,0.75,0.7222222222222222,0.6666666666666666,0.6041666666666666,1
LOLTMNT01_68807,Senna,Xin Zhao,Karma,Nautilus,Gnar,Smolder,Jax,Ahri,Rell,Aatrox,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.25,0.0,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.6571428571428571,0.35135135135135137,0.375,0.44,0.625,0.4473684210526316,0.6842105263157895,0.5555555555555556,0.56,0.52,0.1875,0.3958333333333333,1
LOLTMNT01_69660,Kalista,Rell,Ahri,Neeko,Aatrox,Ashe,Poppy,Taliyah,Braum,Olaf,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4375,0.58,0.45454545454545453,0.6153846153846154,0.54,0.47058823529411764,0.4166666666666667,0.4791666666666667,1.0,0.5454545454545454,0.573529411764706,0.23039215686274508,1
LOLTMNT01_70143,Kalista,Jarvan IV,Ahri,Nautilus,Rumble,Varus,Xin Zhao,Karma,Braum,Ornn,0.6,1.0,1.0,0.6,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.44680851063829785,0.375,0.5,0.46,0.4375,0.48,0.3684210526315789,0.4117647058823529,1.0,0.8333333333333334,0.6715686274509803,0.6821266968325793,0
LOLTMNT01_70159,Xayah,Maokai,Tristana,Alistar,Rumble,Kai'Sa,Rell,Orianna,Rakan,Aatrox,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.4,0.3333333333333333,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.46153846153846156,0.64,0.46153846153846156,0.4375,0.42424242424242425,0.375,0.54,0.6,0.5714285714285714,0.52,0.573529411764706,0.47549019607843135,0
LOLTMNT01_70191,Zeri,Jarvan IV,Orianna,Rakan,Zac,Varus,Viego,Neeko,Nautilus,Renekton,0.0,0.5,0.6,0.0,1.0,0.5,1.0,1.0,0.8,0.5,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.4375,0.3333333333333333,0.62,0.5862068965517241,0.3333333333333333,0.5,0.3333333333333333,0.5833333333333334,0.44,0.5625,0.3014472455648926,0.6258169934640523,0
LOLTMNT01_70209,Kai'Sa,Lee Sin,Orianna,Rell,Aatrox,Smolder,Viego,Taliyah,Alistar,K'Sante,1.0,1.0,0.5,0.2,0.0,0.6666666666666666,0.75,0.0,0.0,0.8333333333333334,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.6,0.4444444444444444,0.5833333333333334,0.62,0.56,0.54,0.4358974358974359,0.375,0.48936170212765956,0.4117647058823529,0.6,0.37745098039215685,0.5245098039215687,1
LOLTMNT01_72188,Smolder,Jax,Karma,Leona,Rek'Sai,Jinx,Lee Sin,Ahri,Alistar,Gnar,0.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.425,0.65,0.4444444444444444,0.5,0.5,0.5833333333333334,0.6,0.5,0.3888888888888889,0.64,0.08333333333333333,0.34981684981684985,0
LOLTMNT01_72206,Smolder,Kindred,Karma,Tahm Kench,Aatrox,Caitlyn,Xin Zhao,Taliyah,Lux,Gwen,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4146341463414634,0.5,0.42105263157894735,0.6923076923076923,0.56,0.6,0.38461538461538464,0.46938775510204084,0.5,0.38461538461538464,0.08333333333333333,0.3964285714285714,0
LOLTMNT01_72260,Varus,Xin Zhao,Ahri,Nautilus,Olaf,Kai'Sa,Maokai,Taliyah,Rell,Aatrox,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.52,0.4,0.5384615384615384,0.46,0.5,0.5,0.64,0.48,0.58,0.54,0.25982905982905985,0.27564102564102566,1
LOLTMNT01_72302,Zeri,Vi,Ahri,Lulu,Renekton,Lucian,Sejuani,Taliyah,Nami,Jax,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.2,0.2,0.4117647058823529,0.5,0.5714285714285714,0.6,0.5882352941176471,0.5405405405405406,0.5,0.48,0.5882352941176471,0.6190476190476191,0.2619047619047619,0.32936507936507936,0
LOLTMNT01_73216,Kalista,Nocturne,Orianna,Rell,Olaf,Tristana,Xin Zhao,Taliyah,Nautilus,Gnar,0.5,0.0,0.25,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4489795918367347,0.5,0.64,0.58,0.5384615384615384,0.42857142857142855,0.4146341463414634,0.5,0.48,0.6538461538461539,0.5833333333333334,0.4354166666666666,1
LOLTMNT01_73240,Kalista,Poppy,Taliyah,Nautilus,Renekton,Kai'Sa,Lee Sin,Ahri,Alistar,Gnar,1.0,0.0,0.3333333333333333,0.5714285714285714,0.5,0.0,1.0,1.0,1.0,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.46,0.38461538461538464,0.5,0.48,0.5555555555555556,0.45454545454545453,0.6153846153846154,0.5333333333333333,0.42105263157894735,0.6296296296296297,0.6041666666666666,0.41213235294117645,1
LOLTMNT01_73262,Kalista,Volibear,Ahri,Nautilus,Olaf,Senna,Xin Zhao,Taliyah,Tahm Kench,K'Sante,0.5,0.5,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.48,0.5,0.5,0.5,0.5714285714285714,0.6666666666666666,0.40476190476190477,0.5,0.6428571428571429,0.6,0.3839285714285714,0.5518518518518518,1
LOLTMNT01_73282,Lucian,Lee Sin,Ahri,Nami,Renekton,Senna,Maokai,Taliyah,Nautilus,K'Sante,0.5,1.0,0.6666666666666666,1.0,0.0,0.5,0.0,0.3333333333333333,0.6666666666666666,0.4,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.2,0.4,0.5526315789473685,0.5925925925925926,0.5294117647058824,0.6111111111111112,0.5789473684210527,0.6486486486486487,0.64,0.48,0.52,0.58,0.42824074074074076,0.48344302756067464,0
LOLTMNT01_73297,Lucian,Poppy,Taliyah,Milio,Renekton,Kai'Sa,Maokai,Ahri,Nautilus,Jax,0.3333333333333333,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,1.0,0.75,0.5,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.5384615384615384,0.42857142857142855,0.48,0.6111111111111112,0.55,0.4166666666666667,0.64,0.5,0.54,0.6363636363636364,0.40054466230936814,0.5171356421356421,0
