gameid,Blue_bot_champion,Blue_jng_champion,Blue_mid_champion,Blue_sup_champion,Blue_top_champion,Red_bot_champion,Red_jng_champion,Red_mid_champion,Red_sup_champion,Red_top_champion,Blue_bot_player_champ_wr,Blue_jng_player_champ_wr,Blue_mid_player_champ_wr,Blue_sup_player_champ_wr,Blue_top_player_champ_wr,Red_bot_player_champ_wr,Red_jng_player_champ_wr,Red_mid_player_champ_wr,Red_sup_player_champ_wr,Red_top_player_champ_wr,Blue_bot_player_recent_form,Blue_jng_player_recent_form,Blue_mid_player_recent_form,Blue_sup_player_recent_form,Blue_top_player_recent_form,Red_bot_player_recent_form,Red_jng_player_recent_form,Red_mid_player_recent_form,Red_sup_player_recent_form,Red_top_player_recent_form,blue_win_label,patch,teamname_blue,teamname_red
LOLTMNT01_152958,Ezreal,Nocturne,LeBlanc,Leona,Sion,Miss Fortune,Vi,Corki,Rell,Rumble,0.6666666666666666,0.0,1.0,0.42857142857142855,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,14.14,LOUD,Fluxo
LOLTMNT01_152978,Jhin,Sejuani,Corki,Bard,Rumble,Ezreal,Lee Sin,LeBlanc,Blitzcrank,K'Sante,1.0,0.5,0.8333333333333334,1.0,0.8333333333333334,0.5,0.5,0.0,0.5,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,14.14,paiN Gaming,FURIA
LOLTMNT01_152993,Kai'Sa,Xin Zhao,Corki,Nautilus,Renekton,Miss Fortune,Maokai,Ezreal,Rell,Gwen,0.0,0.3333333333333333,0.6666666666666666,0.4166666666666667,0.5555555555555556,0.6,0.7142857142857143,0.5,0.6,1.0,0.4,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0.8,0,14.14,INTZ,Vivo Keyd Stars
LOLTMNT01_153142,Ashe,Lillia,Corki,Leona,Gwen,Ezreal,Vi,Azir,Rakan,Renekton,0.3333333333333333,0.5,0.16666666666666666,0.14285714285714285,0.5,0.3333333333333333,0.5,0.4166666666666667,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0,14.14,Los Grandes,Liberty
LOLTMNT01_153150,Kai'Sa,Maokai,Taliyah,Rell,Renekton,Ezreal,Vi,Lucian,Leona,Rumble,0.25,0.8333333333333334,0.6666666666666666,0.8,0.5,0.0,0.875,1.0,0.42857142857142855,0.4,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,1,14.14,RED Canids,KaBuM! Esports
LOLTMNT01_153403,Kai'Sa,Karthus,Corki,Alistar,Renekton,Ezreal,Jarvan IV,Taliyah,Leona,Kennen,0.5,0.5,0.5,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.5,0.3333333333333333,0.5714285714285714,0.5,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0,14.14,KaBuM! Esports,FURIA
LOLTMNT01_153715,Kai'Sa,Vi,LeBlanc,Leona,Pantheon,Xayah,Lillia,Tristana,Rakan,Camille,0.5,0.5,1.0,0.5,0.5,0.6666666666666666,1.0,0.8333333333333334,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,14.14,Ilha das Lendas,paiN Gaming Academy
LOLTMNT01_153722,Sivir,Brand,Corki,Rell,Ornn,Zeri,Sejuani,Yone,Zilean,Rumble,0.5,1.0,0.0,1.0,0.5,0.6666666666666666,0.8571428571428571,1.0,0.5,1.0,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0,14.14,Ilha das Lendas,paiN Gaming Academy
LOLTMNT01_154298,Miss Fortune,Sejuani,Lucian,Rell,Rumble,Ashe,Nocturne,Taliyah,Braum,Kennen,1.0,0.6666666666666666,0.5,0.5555555555555556,0.5,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,0.4,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0.8,0,14.14,Fluxo,FURIA
LOLTMNT01_154609,Ezreal,Shyvana,Jayce,Galio,Kennen,Kalista,Zyra,Aurelion Sol,Nautilus,Renekton,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334,1.0,0.4,1.0,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0.8,0,14.14,Ilha das Lendas,paiN Gaming Academy
LOLTMNT01_155016,Kai'Sa,Zyra,Lucian,Leona,Gnar,Miss Fortune,Lillia,Yone,Alistar,Varus,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.75,0.5,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,1,14.14,FURIA Youth,KaBuM! Academy
LOLTMNT01_155032,Ziggs,Brand,Yasuo,Rell,Renekton,Jhin,Nocturne,Corki,Nautilus,Kennen,0.0,1.0,0.5,0.7142857142857143,0.0,0.5,1.0,0.3333333333333333,0.7272727272727273,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0,14.14,FURIA Youth,KaBuM! Academy
LOLTMNT01_155046,Zeri,Vi,LeBlanc,Galio,Camille,Xayah,Amumu,Tristana,Rakan,Mordekaiser,0.6666666666666666,0.5,0.5,0.5,1.0,0.5,0.5,0.8,0.6666666666666666,0.5,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,1,14.14,FURIA Youth,KaBuM! Academy
LOLTMNT01_155051,Ezreal,Shyvana,Jayce,Bard,Aatrox,Ashe,Nidalee,Hwei,Braum,K'Sante,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.6666666666666666,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0,14.14,KaBuM! Academy,FURIA Youth
LOLTMNT01_191597,Ezreal,Sejuani,Azir,Rell,K'Sante,Corki,Nocturne,Orianna,Alistar,Gnar,0.5,0.5,0.6923076923076923,0.5,0.6666666666666666,0.5,0.5,0.75,0.9,0.4444444444444444,0.2,0.4,0.2,0.5,0.2,0.8,0.8,0.8,0.8,0.8,1,15.02,LOUD,paiN Gaming
LOLTMNT01_191624,Ashe,Maokai,Ahri,Braum,Jax,Jhin,Xin Zhao,Viktor,Bard,Jayce,1.0,0.9230769230769231,0.7777777777777778,0.8571428571428571,0.5555555555555556,0.5,0.0,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.4,1.0,0.4,1,15.02,paiN Gaming,LOUD
LOLTMNT01_191692,Varus,Viego,Azir,Braum,Ambessa,Miss Fortune,Wukong,Aurora,Bard,Jayce,0.625,0.6666666666666666,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.6,0.2,0.6,0.0,0.0,1.0,0.4,1.0,0.4,1.0,1,15.02,Vivo Keyd Stars,Leviatan
LOLTMNT01_191715,Aphelios,Vi,Ahri,Rell,Renekton,Zeri,Pantheon,Vladimir,Poppy,Jax,0.5,0.7777777777777778,0.5,0.6153846153846154,0.5,0.7777777777777778,0.5,0.5,0.5,0.5,0.5,0.2,0.5,0.4,0.5,0.6,0.4,0.6,0.5,0.5,1,15.02,Leviatan,Vivo Keyd Stars
LOLTMNT01_192707,Kai'Sa,Vi,Galio,Poppy,Ambessa,Tristana,Wukong,Swain,Rakan,Renekton,0.4444444444444444,0.6666666666666666,0.5,0.5,0.5,1.0,0.0,0.5,0.8333333333333334,1.0,0.2,0.6,0.2,0.5,0.2,0.6,0.6,0.6,0.6,0.6,0,15.02,LOUD,paiN Gaming
LOLTMNT01_192721,Ezreal,Sejuani,Viktor,Alistar,K'Sante,Kai'Sa,Maokai,Corki,Rakan,Gnar,0.5,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.8888888888888888,0.5,0.6,0.4,0.6,0.5,0.5,0.5,0.2,0.5,0.4,0.5,0,15.02,Vivo Keyd Stars,Leviatan
LOLTMNT01_193039,Ashe,Vi,Aurora,Bard,Gnar,Jhin,Zyra,Jayce,Rell,K'Sante,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,1.0,0.5454545454545454,0.5555555555555556,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,1,15.02,Isurus Estral,FURIA
LOLTMNT01_193073,Ezreal,Wukong,Akali,Alistar,Udyr,Corki,Sejuani,Viktor,Nautilus,Gwen,0.5,0.5,0.5,0.5,0.5,0.5,0.875,0.5,0.5454545454545454,1.0,0.5,0.5,0.5,0.5,0.5,0.6,0.4,0.6,0.6,0.4,1,15.02,Isurus Estral,FURIA
LOLTMNT01_193083,Corki,Sejuani,Viktor,Rakan,Ambessa,Ezreal,Viego,Azir,Leona,Renekton,0.5,1.0,1.0,0.625,0.5,1.0,0.5,0.5,0.8,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.0,0.4,0.4,0.4,1,15.02,RED Canids,Fluxo W7M
LOLTMNT01_194013,Varus,Xin Zhao,Ahri,Leona,Renekton,Xayah,Maokai,Yone,Rakan,Ambessa,0.2857142857142857,0.5,0.5714285714285714,0.5454545454545454,0.5555555555555556,0.5,0.5,0.5,0.5,0.5,0.4,0.2,0.4,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1,15.02,FURIA,Isurus Estral
LOLTMNT01_194060,Varus,Wukong,Aurora,Renata Glasc,Jax,Zeri,Vi,Ahri,Rell,Jayce,0.8888888888888888,0.5,0.5,1.0,1.0,0.8888888888888888,0.5,0.5,0.75,0.5,0.2,0.0,0.4,0.2,0.2,0.6,0.6,0.6,0.6,0.6,0,15.02,Fluxo W7M,RED Canids
LOLTMNT01_197947,Corki,Sejuani,Viktor,Alistar,Pantheon,Caitlyn,Ivern,Azir,Rell,Jax,0.5,0.6,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.2,0.2,0.2,0.25,0.2,0.6,0.4,0.6,0.5,0.5,1,15.02,LOUD,Vivo Keyd Stars
LOLTMNT01_198544,Ezreal,Viego,Aurora,Leona,Maokai,Ashe,Zyra,Jayce,Braum,Gnar,0.6,0.0,0.0,0.5,0.5,0.8,1.0,0.5,1.0,0.5,0.2,0.4,0.2,0.3333333333333333,0.2,0.6,0.4,0.6,0.3333333333333333,0.3333333333333333,0,15.02,LOUD,Vivo Keyd Stars
LOLTMNT01_198607,Jinx,Xin Zhao,Ahri,Thresh,K'Sante,Xayah,Zac,Taliyah,Rakan,Poppy,0.5,0.5,1.0,0.5,0.0,1.0,0.5,0.5384615384615384,0.5,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,15.02,Vivo Keyd Stars,LOUD
LOLTMNT01_198625,Corki,Pantheon,Azir,Rell,Rumble,Miss Fortune,Sejuani,Taliyah,Maokai,Aatrox,0.5,0.5,0.42857142857142855,0.6666666666666666,0.8,0.2,0.7777777777777778,0.6,0.6666666666666666,0.7142857142857143,0.2,0.0,0.2,0.2,0.2,0.4,0.2,0.4,0.4,0.4,0,15.02,Fluxo W7M,FURIA
LOLTMNT01_198654,Kai'Sa,Vi,Ahri,Poppy,Ambessa,Ezreal,Wukong,Aurora,Rakan,Jayce,1.0,0.5,0.0,1.0,0.5,0.42857142857142855,0.5,0.0,0.75,0.5,0.0,0.0,0.2,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0,15.02,Fluxo W7M,FURIA
LOLTMNT01_199445,Ashe,Wukong,Aurora,Bard,Jayce,Varus,Sejuani,Viktor,Rakan,Renekton,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.8,0.8,0.8,0.8,0,15.02,Isurus Estral,RED Canids
LOLTMNT01_199518,Corki,Lillia,Sion,Leona,Gnar,Caitlyn,Viego,Azir,Elise,Jax,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,15.02,RED Canids,Isurus Estral
LOLTMNT01_199567,Ashe,Lillia,Yone,Braum,Jayce,Ezreal,Wukong,Smolder,Leona,Rumble,1.0,1.0,0.0,0.875,0.0,0.5,0.5,0.5,0.4444444444444444,0.5,0.6,0.6,0.6,0.6,0.6,0.75,0.6,0.75,0.6,0.75,1,15.02,paiN Gaming,Leviatan
LOLTMNT01_199596,Kai'Sa,Vi,Taliyah,Pantheon,Poppy,Tristana,Xin Zhao,Galio,Rakan,Jax,1.0,0.8,0.5,0.5,0.5,1.0,0.2857142857142857,0.5,0.8461538461538461,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,15.02,Leviatan,paiN Gaming
LOLTMNT01_200090,Ezreal,Xin Zhao,Sylas,Poppy,Rumble,Zeri,Vi,Ahri,Rell,Galio,1.0,0.5,0.5,0.5,0.5,0.9,0.5555555555555556,0.5454545454545454,0.7692307692307693,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,1,15.02,Isurus Estral,RED Canids
LOLTMNT01_200132,Caitlyn,Skarner,Azir,Elise,K'Sante,Corki,Ivern,Ahri,Rell,Ambessa,1.0,0.5,0.6363636363636364,0.5,0.8333333333333334,0.5,1.0,1.0,0.6428571428571429,0.5,0.6,0.6,0.6,0.6,0.6,0.6666666666666666,0.4,0.6666666666666666,0.6,0.6666666666666666,0,15.02,paiN Gaming,Leviatan
LOLTMNT01_200198,Corki,Maokai,Ahri,Blitzcrank,K'Sante,Varus,Zyra,Jayce,Alistar,Poppy,1.0,0.6666666666666666,1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,15.02,Leviatan,Isurus Estral
LOLTMNT01_225299,Ezreal,Xin Zhao,Azir,Rakan,Jayce,Miss Fortune,Vi,Xerath,Rell,Rumble,0.5,0.0,0.375,0.8,1.0,0.75,0.5,0.5,0.4,0.9090909090909091,0.2,0.25,0.2,0.2,0.2,0.6,0.6,0.75,0.6,0.6,0,15.08,Fluxo W7M,paiN Gaming
LOLTMNT01_226050,Ashe,Vi,Taliyah,Braum,Gwen,Miss Fortune,Sejuani,Zed,Rell,Azir,0.0,0.0,1.0,0.0,0.5,0.4444444444444444,0.8,0.5,0.5,0.5,0.4,0.6,0.5,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0,15.08,RED Canids,FURIA
LOLTMNT01_226100,Miss Fortune,Xin Zhao,Akali,Rell,Gwen,Varus,Wukong,Azir,Braum,Fiora,0.0,0.0,0.5,0.625,0.0,0.7,0.5,0.8571428571428571,1.0,0.5,0.4,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0.8,1,15.08,Leviatan,Vivo Keyd Stars
LOLTMNT01_226124,Ashe,Xin Zhao,Sylas,Braum,Gwen,Corki,Sejuani,Azir,Rell,Jax,0.5,1.0,1.0,0.5,0.5,1.0,0.6,0.6875,0.4,0.9285714285714286,0.2,0.2,0.2,0.2,0.0,0.4,0.2,0.4,0.2,0.4,0,15.08,Isurus Estral,LOUD
LOLTMNT01_227057,Xayah,Skarner,Yone,Rakan,Gwen,Kai'Sa,Sejuani,Corki,Nautilus,Rumble,0.75,0.0,1.0,0.7333333333333333,1.0,1.0,0.6363636363636364,0.5,0.5833333333333334,0.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,1,15.08,paiN Gaming,Leviatan
LOLTMNT01_227081,Kalista,Naafiri,Galio,Neeko,Gwen,Ashe,Vi,Ahri,Seraphine,Jax,0.8,0.5,0.5,1.0,0.0,0.2857142857142857,0.375,0.5,0.5,0.9333333333333333,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0,15.08,Fluxo W7M,LOUD
LOLTMNT01_227117,Varus,Lillia,Corki,Alistar,Ambessa,Zeri,Sejuani,Yone,Rakan,Camille,1.0,0.5,0.5,1.0,0.5,0.8181818181818182,0.5,0.5,0.6153846153846154,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,1,15.08,Isurus Estral,RED Canids
LOLTMNT01_227142,Ezreal,Vi,Ahri,Braum,Ambessa,Miss Fortune,Sejuani,Sylas,Neeko,Camille,0.4,0.8181818181818182,0.6666666666666666,0.75,1.0,0.5,0.8181818181818182,0.5,0.5,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,15.08,Vivo Keyd Stars,FURIA
LOLTMNT01_227508,Xayah,Sejuani,Corki,Rakan,Rumble,Miss Fortune,Vi,Ahri,Fiddlesticks,Ambessa,0.6363636363636364,1.0,0.5,0.5714285714285714,1.0,0.0,0.5,0.0,0.5,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,15.08,RED Canids,Fluxo W7M
LOLTMNT01_227538,Miss Fortune,Ivern,Ziggs,Leona,Sion,Zeri,Xin Zhao,Taliyah,Rell,Jayce,0.8,1.0,0.5,0.0,0.5,0.7,0.5,0.5,0.0,0.5,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,1,15.08,paiN Gaming,Vivo Keyd Stars
LOLTMNT01_227580,Jhin,Vi,Ahri,Nautilus,Rumble,Ashe,Sejuani,Taliyah,Alistar,Aatrox,0.0,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.6,0.7142857142857143,0.8333333333333334,0.6666666666666666,0.4,0.6666666666666666,0.6,0.6,0.6,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1,15.08,LOUD,FURIA
LOLTMNT01_228056,Draven,Vi,Galio,Neeko,Ambessa,Kalista,Xin Zhao,Gragas,Nautilus,Renekton,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5384615384615384,1.0,0.2,0.2,0.2,0.2,0.25,0.4,0.4,0.4,0.4,0.4,0,15.08,Isurus Estral,Leviatan
LOLTMNT01_233879,Miss Fortune,Sejuani,Tristana,Alistar,Gwen,Xayah,Vi,Aurora,Poppy,Jayce,0.75,0.6363636363636364,1.0,0.0,1.0,0.0,0.3333333333333333,0.5,1.0,0.5,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,1,15.08,Vivo Keyd Stars,Isurus Estral
LOLTMNT01_234104,Ezreal,Vi,Jayce,Neeko,Gwen,Ashe,Xin Zhao,Gragas,Rell,Rumble,0.8571428571428571,0.5714285714285714,0.5,0.6,1.0,1.0,0.6666666666666666,1.0,0.6470588235294118,0.0,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,1,15.08,paiN Gaming,Leviatan
LOLTMNT01_234166,Jhin,Sejuani,Ahri,Nautilus,Garen,Miss Fortune,Skarner,Taliyah,Alistar,Jax,0.0,0.5833333333333334,0.5,0.5714285714285714,0.5,0.8333333333333334,0.5,0.5,0.8461538461538461,0.5454545454545454,0.4,0.4,0.4,0.4,0.4,1.0,1.0,1.0,1.0,1.0,0,15.08,Leviatan,paiN Gaming
LOLTMNT01_234239,Zeri,Xin Zhao,Sylas,Rell,Ambessa,Kai'Sa,Pantheon,Ahri,Nautilus,Aatrox,0.5,0.5,0.5,0.5,0.5,0.875,0.0,0.5,0.5,1.0,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0,15.08,Isurus Estral,Vivo Keyd Stars
LOLTMNT01_234975,Ashe,Vi,Ahri,Renata Glasc,Jax,Jhin,Maokai,Yone,Nautilus,Cho'Gath,0.6,0.0,0.0,0.5,0.5,0.75,0.7777777777777778,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4,0.4,0.4,0,15.08,Fluxo W7M,RED Canids
LOLTMNT01_235480,Caitlyn,Lillia,Jayce,Braum,Sion,Miss Fortune,Sejuani,Taliyah,Rell,Smolder,1.0,0.5,0.5,0.75,0.5,0.6,1.0,0.5,0.7333333333333333,0.5,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0,15.08,Fluxo W7M,RED Canids
LOLTMNT01_235540,Varus,Jax,Ahri,Alistar,Aatrox,Miss Fortune,Xin Zhao,Galio,Rell,Rumble,0.3333333333333333,0.6666666666666666,0.7,0.3333333333333333,0.6,0.375,0.42857142857142855,0.0,0.45454545454545453,0.6666666666666666,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,15.08,FURIA,LOUD
LOLTMNT01_235559,Kalista,Nocturne,Ryze,Nautilus,Renekton,Jhin,Skarner,Hwei,Neeko,Ambessa,0.5,0.0,0.0,0.6842105263157895,0.4,0.0,1.0,0.25,1.0,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,15.08,LOUD,FURIA
LOLTMNT01_236052,Lucian,Sejuani,Sylas,Nami,Jayce,Ezreal,Maokai,Corki,Karma,Sion,0.0,0.7692307692307693,1.0,0.5,1.0,0.5555555555555556,0.6,0.42857142857142855,0.5,0.0,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,1,15.08,FURIA,LOUD
LOLTMNT01_245336,Tristana,Skarner,Azir,Nautilus,Gwen,Senna,Xin Zhao,Taliyah,Alistar,Ambessa,0.5,0.25,0.7222222222222222,0.6086956521739131,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.6,0,15.11,LOUD,Isurus Estral
LOLTMNT01_245349,Ezreal,Nocturne,Orianna,Braum,Rumble,Kai'Sa,Wukong,Viktor,Rell,Jayce,0.5,0.6666666666666666,0.5,0.6,0.5,0.0,0.5,0.5,0.0,0.3333333333333333,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.8,1,15.11,LOUD,Isurus Estral
LOLTMNT01_245360,Zeri,Vi,Aurora,Lulu,Sion,Lucian,Poppy,Hwei,Nami,Renekton,0.0,0.25,0.3333333333333333,0.5,1.0,0.9,0.5,0.8,0.8888888888888888,0.47058823529411764,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,1,15.11,Isurus Estral,LOUD
LOLTMNT01_245373,Varus,Trundle,Annie,Leona,Aatrox,Kalista,Lee Sin,Ahri,Neeko,Ornn,0.8,0.5,0.5,0.375,0.5,0.5,1.0,0.3333333333333333,0.0,0.5,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0,15.11,LOUD,Isurus Estral
LOLTMNT01_245556,Varus,Pantheon,Taliyah,Nautilus,Sion,Lucian,Sejuani,Sylas,Nami,Olaf,0.5833333333333334,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.9090909090909091,0.5,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0,15.11,Vivo Keyd Stars,RED Canids
LOLTMNT01_246503,Smolder,Trundle,Azir,Braum,Ambessa,Senna,Xin Zhao,Ziggs,Rell,Renekton,0.6,0.5,0.75,0.6666666666666666,0.5,0.5,0.6,1.0,0.7368421052631579,0.5,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.6,1,15.11,Vivo Keyd Stars,RED Canids
LOLTMNT01_246506,Miss Fortune,Lillia,Yone,Rakan,K'Sante,Ezreal,Naafiri,Annie,Leona,Gnar,0.75,0.6666666666666666,1.0,0.6666666666666666,0.0,0.8333333333333334,0.5,1.0,0.2857142857142857,0.75,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.6,1,15.11,Vivo Keyd Stars,RED Canids
LOLTMNT01_246518,Jhin,Maokai,Tristana,Gragas,Rumble,Ashe,Wukong,Ahri,Alistar,Nidalee,0.6666666666666666,0.7,0.8,0.5,0.5,0.25,0.5,0.5384615384615384,0.6666666666666666,0.5,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,1,15.11,Vivo Keyd Stars,RED Canids
LOLTMNT01_249262,Xayah,Vi,Azir,Rakan,Sion,Varus,Xin Zhao,Taliyah,Neeko,Ambessa,0.0,0.4,0.5,0.0,1.0,0.5384615384615384,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,1,15.11,Isurus Estral,Vivo Keyd Stars
LOLTMNT01_249286,Miss Fortune,Skarner,Viktor,Rell,Rumble,Ezreal,Wukong,Ryze,Alistar,K'Sante,0.7777777777777778,0.5,0.0,0.25,1.0,0.75,0.3333333333333333,0.5,1.0,0.5,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0,15.11,Vivo Keyd Stars,Isurus Estral
LOLTMNT01_249315,Lucian,Maokai,Tristana,Nami,Cho'Gath,Senna,Trundle,Aurora,Nautilus,Yorick,0.75,0.7272727272727273,0.8333333333333334,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0,15.11,Vivo Keyd Stars,Isurus Estral
LOLTMNT01_249593,Miss Fortune,Vi,Ahri,Alistar,Galio,Jhin,Xin Zhao,Taliyah,Rakan,Rumble,0.875,0.5,1.0,0.8666666666666667,1.0,0.2,0.7142857142857143,0.6666666666666666,0.8333333333333334,0.7777777777777778,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,15.11,paiN Gaming,FURIA
LOLTMNT01_249620,Varus,Trundle,Orianna,Renata Glasc,Ambessa,Senna,Naafiri,Ryze,Rell,Sion,0.5,0.5,1.0,0.6666666666666666,1.0,0.5,1.0,1.0,0.5384615384615384,0.5,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,1,15.11,paiN Gaming,FURIA
LOLTMNT01_249637,Kai'Sa,Wukong,Akali,Neeko,Yorick,Kalista,Poppy,Sylas,Nautilus,Gnar,0.5,0.6666666666666666,1.0,0.5,0.5,0.6428571428571429,0.0,0.0,0.5,0.36363636363636365,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0,15.11,FURIA,paiN Gaming
LOLTMNT01_249647,Ezreal,Pantheon,Syndra,Bard,K'Sante,Caitlyn,Sejuani,Aurora,Karma,Aatrox,0.6,0.0,0.0,1.0,0.5,0.7142857142857143,0.75,0.5,0.5,0.6666666666666666,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0,15.11,FURIA,paiN Gaming
LOLTMNT01_251939,Jhin,Vi,Ahri,Rakan,Gnar,Varus,Xin Zhao,Taliyah,Renata Glasc,Sion,0.0,0.5,0.5,0.25,1.0,0.4,0.75,0.7,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0,15.11,Isurus Estral,FURIA
LOLTMNT01_251949,Ezreal,Viego,Ryze,Alistar,Yorick,Miss Fortune,Wukong,Orianna,Rell,Jax,0.8,1.0,1.0,1.0,1.0,0.5833333333333334,0.5,0.42857142857142855,0.5,0.625,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,0,15.11,Isurus Estral,FURIA
LOLTMNT01_251954,Ashe,Naafiri,Galio,Karma,Gwen,Kai'Sa,Nocturne,Annie,Neeko,Ambessa,0.6666666666666666,0.5,0.5,0.5,0.7142857142857143,0.0,0.5,1.0,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0,15.11,FURIA,Isurus Estral
